time,location,lat,lon,aqi,pm2_5,pm10,no2,o3,so2,nh3,temp,humidity,wind
2025-10-08 13:22:55.789415,Chandni Chowk,28.6562,77.23,80,80,62,5,33.6,3.9,0,24.01,78,2.06
2025-10-08 13:22:56.443441,Dwarka,28.5921,77.046,95,91,95,23.3,14.1,1.4,0,24.1,78,2.06
2025-10-08 13:22:57.112897,Saket,28.5245,77.2066,93,93,61,4.7,11.5,0.7,0,23.98,78,2.06
2025-10-08 13:22:57.783723,Rohini,28.736,77.12,79,79,58,4,21.4,1.2,0,24.06,78,2.06
2025-10-08 13:22:58.441107,Lajpat Nagar,28.5672,77.2433,95,95,62,11.5,33.5,4.2,0,24.08,78,2.06
2025-10-08 13:22:59.098366,Mayur Vihar,28.6034,77.29,86,86,72,20.8,38.8,4.6,0,24.14,78,2.06
2025-10-08 13:22:59.750796,Vasant Kunj,28.527,77.15,93,93,61,4.7,11.5,0.7,0,23.72,78,2.06
2025-10-08 13:23:00.410507,Delhi University,28.6863,77.209,107,107,70,10.2,22.1,3,0,24.07,78,2.06
2025-10-08 14:10:24.160516,Connaught Place,28.6315,77.2167,76,76,60,5.1,20.6,4.5,0,27.93,48,2.98
2025-10-08 14:10:24.774110,Karol Bagh,28.6517,77.1907,76,76,60,5.1,20.6,4.5,0,27.85,48,3.09
2025-10-08 14:10:25.389399,Chandni Chowk,28.6562,77.23,76,76,60,5.1,20.6,4.5,0,27.93,48,2.98
2025-10-08 14:10:26.016250,Dwarka,28.5921,77.046,119,114,119,25.7,5.7,1.4,0,27.44,49,3.25
2025-10-08 14:10:26.636943,Saket,28.5245,77.2066,90,90,59,5.7,4.7,1.4,0,27.84,48,2.22
2025-10-08 14:10:27.255251,Rohini,28.736,77.12,90,90,65,6.6,11.2,1.3,0,27.06,52,3.32
2025-10-08 14:10:27.855378,Lajpat Nagar,28.5672,77.2433,99,99,65,14.7,16.8,5.2,0,27.99,48,2.2
2025-10-08 14:10:28.459644,Mayur Vihar,28.6034,77.29,81,81,78,30.1,14.2,4.4,0,27.99,48,2.48
2025-10-08 14:10:29.076889,Vasant Kunj,28.527,77.15,90,90,59,5.7,4.7,1.4,0,27.63,48,2.68
2025-10-08 14:10:29.684515,Delhi University,28.6863,77.209,118,118,74,13.6,13.4,3,0,27.87,49,3.15
2025-10-08 15:10:14.655672,Connaught Place,28.6315,77.2167,87,87,59,5.2,7.2,3.4,0,23.06,88,2.06
2025-10-08 15:10:15.383560,Karol Bagh,28.6517,77.1907,87,87,59,5.2,7.2,3.4,0,22.97,88,2.06
2025-10-08 15:10:16.421075,Chandni Chowk,28.6562,77.23,87,87,59,5.2,7.2,3.4,0,23.01,88,2.06
2025-10-08 15:10:17.139781,Dwarka,28.5921,77.046,127,127,112,30.6,2.3,1.4,0,23.1,88,2.06
2025-10-08 15:10:18.177756,Saket,28.5245,77.2066,108,108,59,6,2.7,1.5,0,22.98,88,2.06
2025-10-08 15:10:19.177832,Rohini,28.736,77.12,113,113,82,11,4.3,1.3,0,23.06,88,2.06
2025-10-08 15:10:20.235474,Lajpat Nagar,28.5672,77.2433,137,137,76,25.3,5.2,6.8,0,23.08,88,2.06
2025-10-08 15:10:20.925926,Mayur Vihar,28.6034,77.29,95,95,79,36.7,3.7,4.3,0,23.14,88,2.06
2025-10-08 15:10:21.663951,Vasant Kunj,28.527,77.15,108,108,59,6,2.7,1.5,0,22.72,88,2.06
2025-10-08 15:10:22.377445,Delhi University,28.6863,77.209,127,127,77,14.9,8.1,3.8,0,23.07,88,2.06
2025-10-08 16:12:11.066665,Connaught Place,28.6315,77.2167,80,80,61,5.1,7,3.7,0,23.06,88,2.57
2025-10-08 16:12:11.720801,Karol Bagh,28.6517,77.1907,80,80,61,5.1,7,3.7,0,22.97,88,2.57
2025-10-08 16:12:12.369233,Chandni Chowk,28.6562,77.23,80,80,61,5.1,7,3.7,0,23.01,88,2.57
2025-10-08 16:12:13.023677,Dwarka,28.5921,77.046,137,137,118,26.4,4,1.4,0,23.1,88,2.57
2025-10-08 16:12:13.675168,Saket,28.5245,77.2066,106,106,58,6.3,2.7,1.2,0,22.98,88,2.57
2025-10-08 16:12:14.319394,Rohini,28.736,77.12,137,137,95,5.6,11.5,1.9,0,23.06,88,2.57
2025-10-08 16:12:14.985498,Lajpat Nagar,28.5672,77.2433,161,161,89,24,3.7,5.3,0,23.08,88,2.57
2025-10-08 16:12:15.637937,Mayur Vihar,28.6034,77.29,106,106,85,38,2.4,4.4,0,23.14,88,2.57
2025-10-08 16:12:16.295666,Vasant Kunj,28.527,77.15,106,106,58,6.3,2.7,1.2,0,22.72,88,2.57
2025-10-08 16:12:16.975469,Delhi University,28.6863,77.209,149,149,82,18.2,7.1,4.7,0,23.07,88,2.57
2025-10-08 17:08:24.307942,Connaught Place,28.6315,77.2167,114,114,72,5.2,12.2,4.7,0,23.06,88,2.06
2025-10-08 17:08:24.984065,Karol Bagh,28.6517,77.1907,114,114,72,5.2,12.2,4.7,0,22.97,88,2.06
2025-10-08 17:08:25.633030,Chandni Chowk,28.6562,77.23,114,114,72,5.2,12.2,4.7,0,23.01,88,2.06
2025-10-08 17:08:26.278728,Dwarka,28.5921,77.046,137,137,130,24.6,6.3,1.4,0,23.1,88,2.06
2025-10-08 17:08:26.945739,Saket,28.5245,77.2066,93,93,57,7.2,2.5,0.5,0,22.98,88,2.06
2025-10-08 17:08:27.608537,Rohini,28.736,77.12,113,113,66,8,7.9,1.6,0,23.06,88,2.06
2025-10-08 17:08:28.242137,Lajpat Nagar,28.5672,77.2433,154,154,85,23,3.8,4.9,0,23.08,88,2.06
2025-10-08 17:08:28.899511,Mayur Vihar,28.6034,77.29,136,136,107,36.6,2.8,4.5,0,23.14,88,2.06
2025-10-08 17:08:29.562216,Vasant Kunj,28.527,77.15,93,93,57,7.2,2.5,0.5,0,22.72,88,2.06
2025-10-08 17:08:30.240851,Delhi University,28.6863,77.209,151,151,87,14,12.5,4.8,0,23.07,88,2.06
2025-10-08 18:14:40.095787,Connaught Place,28.6315,77.2167,93,93,64,5.1,8.5,4.3,0,23.07,88,2.57
2025-10-08 18:14:40.757776,Karol Bagh,28.6517,77.1907,93,93,64,5.1,8.5,4.3,0,22.97,88,2.57
2025-10-08 18:14:41.384205,Chandni Chowk,28.6562,77.23,93,93,64,5.1,8.5,4.3,0,23.01,88,2.57
2025-10-08 18:14:42.027624,Dwarka,28.5921,77.046,105,91,105,24.5,5.2,1.4,0,23.1,88,2.57
2025-10-08 18:14:42.664179,Saket,28.5245,77.2066,93,93,55,8.8,3.7,0.6,0,22.98,88,2.57
2025-10-08 18:14:43.319409,Rohini,28.736,77.12,108,108,69,7.9,6.5,1.4,0,23.06,88,2.57
2025-10-08 18:14:43.980407,Lajpat Nagar,28.5672,77.2433,152,152,78,21,5.9,4.7,0,23.08,88,2.57
2025-10-08 18:14:44.637956,Mayur Vihar,28.6034,77.29,136,136,100,31.4,6.2,4.3,0,23.14,88,2.57
2025-10-08 18:14:45.289424,Vasant Kunj,28.527,77.15,93,93,55,8.8,3.7,0.6,0,22.72,88,2.57
2025-10-08 18:14:45.923969,Delhi University,28.6863,77.209,105,105,71,16.5,7.6,3.8,0,23.07,88,2.57
2025-10-08 19:07:53.503662,Connaught Place,28.6315,77.2167,65,65,61,5.1,9.9,5.3,0,22.06,94,2.57
2025-10-08 19:07:54.203941,Karol Bagh,28.6517,77.1907,65,65,61,5.1,9.9,5.3,0,21.97,94,2.57
2025-10-08 19:07:54.920844,Chandni Chowk,28.6562,77.23,65,65,61,5.1,9.9,5.3,0,22.01,94,2.57
2025-10-08 19:07:55.626024,Dwarka,28.5921,77.046,98,91,98,14.7,8.3,1.4,0,22.1,94,2.57
2025-10-08 19:07:56.330777,Saket,28.5245,77.2066,77,77,53,10.3,3.3,0.2,0,21.98,94,2.57
2025-10-08 19:07:57.040170,Rohini,28.736,77.12,109,109,72,6.5,5.7,1.2,0,22.06,94,2.57
2025-10-08 19:07:57.767854,Lajpat Nagar,28.5672,77.2433,132,132,68,17.9,6.1,4,0,22.08,94,2.57
2025-10-08 19:07:58.479919,Mayur Vihar,28.6034,77.29,91,91,81,32.5,4.2,3.9,0,22.14,94,2.57
2025-10-08 19:07:59.193205,Vasant Kunj,28.527,77.15,77,77,53,10.3,3.3,0.2,0,21.72,94,2.57
2025-10-08 19:07:59.899404,Delhi University,28.6863,77.209,124,124,78,15,6.8,4,0,22.07,94,2.57
2025-10-08 20:10:34.618366,Connaught Place,28.6315,77.2167,85,85,69,5.3,9.6,3.3,0,25.25,58,2.43
2025-10-08 20:10:35.165720,Karol Bagh,28.6517,77.1907,85,85,69,5.3,9.6,3.3,0,25.16,59,2.41
2025-10-08 20:10:35.711362,Chandni Chowk,28.6562,77.23,85,85,69,5.3,9.6,3.3,0,25.25,58,2.43
2025-10-08 20:10:36.266067,Dwarka,28.5921,77.046,87,87,85,12.8,7.2,1.4,0,24.79,63,2.34
2025-10-08 20:10:36.818787,Saket,28.5245,77.2066,73,73,52,10.3,2,0.2,0,25.37,58,2.62
2025-10-08 20:10:37.388583,Rohini,28.736,77.12,94,94,63,4.4,7.6,1.1,0,24.33,64,2.23
2025-10-08 20:10:37.944609,Lajpat Nagar,28.5672,77.2433,112,112,65,15,4.6,3.1,0,25.55,57,2.59
2025-10-08 20:10:38.500555,Mayur Vihar,28.6034,77.29,102,102,82,30.5,2.7,3.3,0,25.46,58,2.52
2025-10-08 20:10:39.052850,Vasant Kunj,28.527,77.15,73,73,52,10.3,2,0.2,0,25.04,59,2.55
2025-10-08 20:10:39.596364,Delhi University,28.6863,77.209,121,121,72,14.2,6.8,5.5,0,25.14,59,2.4
2025-10-08 21:08:37.652759,Connaught Place,28.6315,77.2167,91,91,66,5.4,8.8,3,0,21.06,100,2.06
2025-10-08 21:08:38.326014,Karol Bagh,28.6517,77.1907,91,91,66,5.4,8.8,3,0,20.97,100,2.06
2025-10-08 21:08:39.047630,Chandni Chowk,28.6562,77.23,91,91,66,5.4,8.8,3,0,21.01,100,2.06
2025-10-08 21:08:39.726603,Dwarka,28.5921,77.046,109,109,80,15.4,4.5,1.4,0,21.1,100,2.06
2025-10-08 21:08:40.433787,Saket,28.5245,77.2066,78,78,52,10.3,2.1,0.4,0,20.98,100,2.06
2025-10-08 21:08:41.123868,Rohini,28.736,77.12,86,86,56,3.3,7.2,1.1,0,21.06,100,2.06
2025-10-08 21:08:41.811936,Lajpat Nagar,28.5672,77.2433,155,155,73,14.5,3.7,2.4,0,21.08,100,2.06
2025-10-08 21:08:42.505953,Mayur Vihar,28.6034,77.29,96,96,79,26.7,4,4,0,21.14,100,2.06
2025-10-08 21:08:43.186310,Vasant Kunj,28.527,77.15,78,78,52,10.3,2.1,0.4,0,20.72,100,2.06
2025-10-08 21:08:43.877619,Delhi University,28.6863,77.209,112,112,66,13.1,5.4,4.6,0,21.07,100,2.06
2025-10-08 22:09:05.796591,Connaught Place,28.6315,77.2167,82,82,59,5.1,11.9,2.7,0,24.65,61,2.4
2025-10-08 22:09:06.399006,Karol Bagh,28.6517,77.1907,82,82,59,5.1,11.9,2.7,0,24.57,61,2.36
2025-10-08 22:09:07.001210,Chandni Chowk,28.6562,77.23,82,82,59,5.1,11.9,2.7,0,24.65,61,2.4
2025-10-08 22:09:07.607785,Dwarka,28.5921,77.046,139,139,76,13.2,4.4,1.4,0,24.26,64,2.26
2025-10-08 22:09:08.210670,Saket,28.5245,77.2066,93,93,52,10.3,1.8,0.2,0,24.86,60,2.51
2025-10-08 22:09:08.818572,Rohini,28.736,77.12,100,100,59,3.6,6.1,1.1,0,23.74,66,2.22
2025-10-08 22:09:09.432566,Lajpat Nagar,28.5672,77.2433,109,109,64,12.7,4.6,3.8,0,25.02,60,2.5
2025-10-08 22:09:10.053911,Mayur Vihar,28.6034,77.29,73,73,68,21.5,4.9,5.3,0,24.88,60,2.48
2025-10-08 22:09:10.656111,Vasant Kunj,28.527,77.15,93,93,52,10.3,1.8,0.2,0,24.53,61,2.45
2025-10-08 22:09:11.264515,Delhi University,28.6863,77.209,111,111,59,8.8,7.7,5.7,0,24.52,62,2.37
2025-10-08 23:08:59.904920,Connaught Place,28.6315,77.2167,76,76,52,4.8,7.9,2.7,0,24.34,61,2.31
2025-10-08 23:09:00.426646,Karol Bagh,28.6517,77.1907,76,76,52,4.8,7.9,2.7,0,24.26,62,2.27
2025-10-08 23:09:00.936390,Chandni Chowk,28.6562,77.23,76,76,52,4.8,7.9,2.7,0,24.34,61,2.31
2025-10-08 23:09:01.469743,Dwarka,28.5921,77.046,139,139,75,12.5,2.9,1.4,0,23.98,65,2.13
2025-10-08 23:09:02.009460,Saket,28.5245,77.2066,85,85,52,10.3,2,0.4,0,24.6,61,2.38
2025-10-08 23:09:02.726830,Rohini,28.736,77.12,126,126,69,4.3,5.3,1.2,0,23.4,67,2.19
2025-10-08 23:09:03.234492,Lajpat Nagar,28.5672,77.2433,109,109,61,7.9,6.3,3.9,0,24.75,60,2.38
2025-10-08 23:09:03.737843,Mayur Vihar,28.6034,77.29,83,83,64,21.8,7.5,3.7,0,24.58,61,2.39
2025-10-08 23:09:04.241488,Vasant Kunj,28.527,77.15,85,85,52,10.3,2,0.4,0,24.27,62,2.31
2025-10-08 23:09:04.772179,Delhi University,28.6863,77.209,120,120,60,8.8,7,6.2,0,24.2,62,2.3
2025-10-09 00:43:58.023689,Connaught Place,28.6315,77.2167,68,68,56,5.1,5.9,1.8,0,20.06,100,2.06
2025-10-09 00:43:58.722021,Karol Bagh,28.6517,77.1907,68,68,56,5.1,5.9,1.8,0,19.97,100,2.06
2025-10-09 00:43:59.446163,Chandni Chowk,28.6562,77.23,68,68,56,5.1,5.9,1.8,0,20.01,100,2.06
2025-10-09 00:44:00.133377,Dwarka,28.5921,77.046,107,107,74,13.9,1,1.4,0,20.1,100,2.06
2025-10-09 00:44:00.830746,Saket,28.5245,77.2066,87,87,53,10.3,1.8,0.3,0,19.98,100,2.06
2025-10-09 00:44:01.528567,Rohini,28.736,77.12,107,107,65,3.9,5.8,2.1,0,20.06,100,2.06
2025-10-09 00:44:02.233008,Lajpat Nagar,28.5672,77.2433,97,97,57,9.4,5.1,4.3,0,20.08,100,2.06
2025-10-09 00:44:02.964051,Mayur Vihar,28.6034,77.29,74,74,66,26.6,2,3.9,0,20.14,100,2.06
2025-10-09 00:44:03.953834,Vasant Kunj,28.527,77.15,87,87,53,10.3,1.8,0.3,0,19.72,100,2.06
2025-10-09 00:44:04.798407,Delhi University,28.6863,77.209,139,139,69,8.2,5.5,6.7,0,20.07,100,2.06
2025-10-09 02:16:34.836054,Connaught Place,28.6315,77.2167,72,72,62,5.1,7.1,2.2,0,21.06,94,2.06
2025-10-09 02:16:35.506270,Karol Bagh,28.6517,77.1907,72,72,62,5.1,7.1,2.2,0,20.97,94,2.06
2025-10-09 02:16:36.135204,Chandni Chowk,28.6562,77.23,72,72,62,5.1,7.1,2.2,0,21.01,94,2.06
2025-10-09 02:16:36.791457,Dwarka,28.5921,77.046,97,97,71,15.4,0.7,1.4,0,21.1,94,2.06
2025-10-09 02:16:37.442411,Saket,28.5245,77.2066,102,102,56,10.3,2.4,0.3,0,20.98,94,2.06
2025-10-09 02:16:38.069187,Rohini,28.736,77.12,119,119,67,4.7,4.5,2.8,0,21.06,94,2.06
2025-10-09 02:16:38.720109,Lajpat Nagar,28.5672,77.2433,112,112,56,13.6,2.2,4.7,0,21.08,94,2.06
2025-10-09 02:16:39.378673,Mayur Vihar,28.6034,77.29,90,90,72,24.8,2.4,3.7,0,21.14,94,2.06
2025-10-09 02:16:40.045717,Vasant Kunj,28.527,77.15,102,102,56,10.3,2.4,0.3,0,20.72,94,2.06
2025-10-09 02:16:40.744141,Delhi University,28.6863,77.209,127,127,71,11.6,3.7,6.4,0,21.07,94,2.06
2025-10-09 03:26:18.700113,Connaught Place,28.6315,77.2167,142,142,74,5.3,8.9,1.2,0,25.14,57,1.82
2025-10-09 03:26:19.218383,Karol Bagh,28.6517,77.1907,142,142,74,5.3,8.9,1.2,0,25.08,57,1.81
2025-10-09 03:26:19.727430,Chandni Chowk,28.6562,77.23,142,142,74,5.3,8.9,1.2,0,25.14,57,1.82
2025-10-09 03:26:20.255665,Dwarka,28.5921,77.046,110,99,110,18.7,0.8,1.4,0,25.16,59,1.84
2025-10-09 03:26:20.764626,Saket,28.5245,77.2066,90,90,55,10.3,3.9,0.3,0,25.49,55,1.83
2025-10-09 03:26:21.283353,Rohini,28.736,77.12,154,154,79,5.4,4,3.2,0,24.57,61,1.79
2025-10-09 03:26:21.800422,Lajpat Nagar,28.5672,77.2433,124,124,68,11.2,5.3,4.9,0,25.55,55,1.85
2025-10-09 03:26:22.315529,Mayur Vihar,28.6034,77.29,108,108,81,24.1,3.5,3.2,0,25.37,56,1.87
2025-10-09 03:26:22.854868,Vasant Kunj,28.527,77.15,90,90,55,10.3,3.9,0.3,0,25.26,56,1.84
2025-10-09 03:26:23.374090,Delhi University,28.6863,77.209,138,138,77,11.2,7.9,6.7,0,25.06,58,1.82
2025-10-09 04:12:04.814974,Connaught Place,28.6315,77.2167,127,127,77,5.2,17.9,1.8,0,26.32,66,2.12
2025-10-09 04:12:05.338800,Karol Bagh,28.6517,77.1907,127,127,77,5.2,17.9,1.8,0,26.24,67,2.12
2025-10-09 04:12:05.858066,Chandni Chowk,28.6562,77.23,127,127,77,5.2,17.9,1.8,0,26.32,66,2.12
2025-10-09 04:12:06.372868,Dwarka,28.5921,77.046,129,122,129,18.2,4.7,1.4,0,26.24,70,2.26
2025-10-09 04:12:06.879118,Saket,28.5245,77.2066,97,97,65,10.3,7,0.3,0,26.5,67,2.17
2025-10-09 04:12:07.397118,Rohini,28.736,77.12,155,155,80,4.7,8.4,2.5,0,25.86,67,2.09
2025-10-09 04:12:07.916131,Lajpat Nagar,28.5672,77.2433,107,107,66,9.3,11.9,4.2,0,26.6,66,2.15
2025-10-09 04:12:08.426911,Mayur Vihar,28.6034,77.29,130,130,91,20.6,11.8,3.7,0,26.54,65,2.14
2025-10-09 04:12:08.934079,Vasant Kunj,28.527,77.15,97,97,65,10.3,7,0.3,0,26.26,69,2.22
2025-10-09 04:12:09.448925,Delhi University,28.6863,77.209,148,148,83,9.9,14.6,8.4,0,26.3,66,2.11
2025-10-09 05:10:27.429410,Connaught Place,28.6315,77.2167,107,107,75,5.2,32.1,2,0,27.75,64,2.66
2025-10-09 05:10:27.945609,Karol Bagh,28.6517,77.1907,107,107,75,5.2,32.1,2,0,27.53,65,2.69
2025-10-09 05:10:28.461344,Chandni Chowk,28.6562,77.23,107,107,75,5.2,32.1,2,0,27.63,64,2.67
2025-10-09 05:10:28.974156,Dwarka,28.5921,77.046,127,127,123,15.2,16.8,1.4,0,27.42,69,2.9
2025-10-09 05:10:29.498278,Saket,28.5245,77.2066,105,105,68,10.3,15.5,0.3,0,27.74,65,2.68
2025-10-09 05:10:30.023777,Rohini,28.736,77.12,134,134,74,4.3,15.8,2.4,0,27.21,65,2.72
2025-10-09 05:10:30.544290,Lajpat Nagar,28.5672,77.2433,122,122,76,8.7,23.5,3.8,0,27.88,63,2.63
2025-10-09 05:10:31.058105,Mayur Vihar,28.6034,77.29,106,106,79,14.9,22.4,3.5,0,27.86,62,2.63
2025-10-09 05:10:31.585633,Vasant Kunj,28.527,77.15,105,105,68,10.3,15.5,0.3,0,27.45,67,2.78
2025-10-09 05:10:32.102205,Delhi University,28.6863,77.209,147,147,81,9.4,22.9,7.1,0,27.63,64,2.67
2025-10-09 06:15:20.825370,Connaught Place,28.6315,77.2167,112,112,75,5.2,40.5,3.4,0,26.06,69,3.09
2025-10-09 06:15:21.488043,Karol Bagh,28.6517,77.1907,112,112,75,5.2,40.5,3.4,0,25.97,69,3.09
2025-10-09 06:15:22.198260,Chandni Chowk,28.6562,77.23,112,112,75,5.2,40.5,3.4,0,26.01,69,3.09
2025-10-09 06:15:22.862153,Dwarka,28.5921,77.046,122,122,97,14.4,28.7,1.4,0,26.1,69,3.09
2025-10-09 06:15:23.502785,Saket,28.5245,77.2066,113,113,72,10.3,23.3,2.6,0,25.98,69,3.09
2025-10-09 06:15:24.163001,Rohini,28.736,77.12,114,114,72,3.9,24.2,2.7,0,26.06,69,3.09
2025-10-09 06:15:24.833362,Lajpat Nagar,28.5672,77.2433,122,122,74,7,35.5,3.8,0,26.08,69,3.09
2025-10-09 06:15:25.520187,Mayur Vihar,28.6034,77.29,90,90,76,14.8,36.3,4,0,26.14,69,3.09
2025-10-09 06:15:26.191359,Vasant Kunj,28.527,77.15,113,113,72,10.3,23.3,2.6,0,25.72,69,3.09
2025-10-09 06:15:26.852365,Delhi University,28.6863,77.209,143,143,76,7.5,30.9,6.7,0,26.07,69,3.09
2025-10-09 07:10:08.498535,Connaught Place,28.6315,77.2167,132,132,75,4.9,47.4,5.2,0,23.66,37,3.36
2025-10-09 07:10:09.022650,Karol Bagh,28.6517,77.1907,132,132,75,4.9,47.4,5.2,0,23.48,37,3.4
2025-10-09 07:10:09.535373,Chandni Chowk,28.6562,77.23,132,132,75,4.9,47.4,5.2,0,23.69,37,3.33
2025-10-09 07:10:10.056769,Dwarka,28.5921,77.046,117,117,101,8.5,33.6,1.4,0,23.08,37,3.74
2025-10-09 07:10:10.566402,Saket,28.5245,77.2066,105,105,64,5.8,28.7,6.2,0,23.53,37,3.48
2025-10-09 07:10:11.079288,Rohini,28.736,77.12,88,88,63,2,31.4,1.9,0,23.89,39,3.37
2025-10-09 07:10:11.593915,Lajpat Nagar,28.5672,77.2433,89,89,65,8.2,43.9,4.2,0,23.82,37,3.33
2025-10-09 07:10:12.105331,Mayur Vihar,28.6034,77.29,93,93,75,11.2,47.9,3.7,0,24.15,38,3.2
2025-10-09 07:10:12.612500,Vasant Kunj,28.527,77.15,105,105,64,5.8,28.7,6.2,0,22.98,37,3.66
2025-10-09 07:10:13.130749,Delhi University,28.6863,77.209,118,118,71,6.1,37.4,6.3,0,23.91,38,3.3
2025-10-09 08:13:35.621357,Connaught Place,28.6315,77.2167,97,97,69,4.9,38.1,2.6,0,24.53,34,3.59
2025-10-09 08:13:36.222581,Karol Bagh,28.6517,77.1907,97,97,69,4.9,38.1,2.6,0,24.34,34,3.66
2025-10-09 08:13:36.826132,Chandni Chowk,28.6562,77.23,97,97,69,4.9,38.1,2.6,0,24.53,34,3.59
2025-10-09 08:13:37.467201,Dwarka,28.5921,77.046,97,97,89,7.9,36.6,1.4,0,24.02,34,3.99
2025-10-09 08:13:38.065477,Saket,28.5245,77.2066,107,107,57,6.4,29.9,5.5,0,24.39,34,3.78
2025-10-09 08:13:38.669486,Rohini,28.736,77.12,78,78,56,2,35.3,2.7,0,24.7,36,3.59
2025-10-09 08:13:39.276957,Lajpat Nagar,28.5672,77.2433,139,139,68,5,51.1,5.2,0,24.66,33,3.62
2025-10-09 08:13:39.879981,Mayur Vihar,28.6034,77.29,73,73,68,9.6,57.8,3.7,0,24.96,34,3.47
2025-10-09 08:13:40.476567,Vasant Kunj,28.527,77.15,107,107,57,6.4,29.9,5.5,0,23.89,34,3.94
2025-10-09 08:13:41.078823,Delhi University,28.6863,77.209,98,98,66,5.5,40.3,6.9,0,24.73,35,3.55
2025-10-09 09:11:07.334088,Connaught Place,28.6315,77.2167,117,117,68,4.9,35.3,2.7,0,25.45,32,3.87
2025-10-09 09:11:07.844329,Karol Bagh,28.6517,77.1907,117,117,68,4.9,35.3,2.7,0,25.26,32,3.94
2025-10-09 09:11:08.353978,Chandni Chowk,28.6562,77.23,117,117,68,4.9,35.3,2.7,0,25.45,32,3.87
2025-10-09 09:11:08.865086,Dwarka,28.5921,77.046,96,87,96,9.2,35.4,1.4,0,25,33,4.28
2025-10-09 09:11:09.368923,Saket,28.5245,77.2066,87,87,58,5.2,29.8,5.6,0,25.32,32,4.13
2025-10-09 09:11:09.879267,Rohini,28.736,77.12,87,87,62,2,33.8,2.1,0,25.59,35,3.84
2025-10-09 09:11:10.387034,Lajpat Nagar,28.5672,77.2433,91,91,60,3.8,50.6,4.6,0,25.58,32,3.97
2025-10-09 09:11:10.905187,Mayur Vihar,28.6034,77.29,83,83,71,7.2,55.5,3.6,0,25.85,33,3.78
2025-10-09 09:11:11.428945,Vasant Kunj,28.527,77.15,87,87,58,5.2,29.8,5.6,0,24.85,32,4.28
2025-10-09 09:11:11.939218,Delhi University,28.6863,77.209,107,107,66,4.9,38.4,6.6,0,25.63,33,3.82
2025-10-09 10:10:44.903293,Connaught Place,28.6315,77.2167,99,99,70,4.9,39.9,2.6,0,27.44,32,4.13
2025-10-09 10:10:45.457656,Karol Bagh,28.6517,77.1907,99,99,70,4.9,39.9,2.6,0,27.25,32,4.19
2025-10-09 10:10:46.012881,Chandni Chowk,28.6562,77.23,99,99,70,4.9,39.9,2.6,0,27.44,32,4.13
2025-10-09 10:10:46.557183,Dwarka,28.5921,77.046,91,91,82,17.6,29.4,1.4,0,26.9,32,4.49
2025-10-09 10:10:47.116116,Saket,28.5245,77.2066,99,99,61,7.9,28.7,5.7,0,27.32,31,4.43
2025-10-09 10:10:47.665046,Rohini,28.736,77.12,84,84,60,2.4,33.5,1.8,0,27.52,35,4.05
2025-10-09 10:10:48.210087,Lajpat Nagar,28.5672,77.2433,99,99,67,4.5,48.9,5.7,0,27.6,31,4.29
2025-10-09 10:10:48.758482,Mayur Vihar,28.6034,77.29,83,83,71,8,51.5,3.7,0,27.86,32,4.07
2025-10-09 10:10:49.324403,Vasant Kunj,28.527,77.15,99,99,61,7.9,28.7,5.7,0,26.8,31,4.53
2025-10-09 10:10:49.893482,Delhi University,28.6863,77.209,100,100,67,6.3,36.2,6.2,0,27.61,33,4.05
2025-10-09 11:08:37.258917,Connaught Place,28.6315,77.2167,112,112,70,4.9,37.7,2.6,0,29.06,51,4.12
2025-10-09 11:08:37.913711,Karol Bagh,28.6517,77.1907,112,112,70,4.9,37.7,2.6,0,28.97,51,4.12
2025-10-09 11:08:38.561409,Chandni Chowk,28.6562,77.23,112,112,70,4.9,37.7,2.6,0,29.01,51,4.12
2025-10-09 11:08:39.196983,Dwarka,28.5921,77.046,87,87,86,10.7,32.2,1.4,0,29.1,51,4.12
2025-10-09 11:08:39.875353,Saket,28.5245,77.2066,89,89,61,7.2,26.4,5.6,0,28.98,51,4.12
2025-10-09 11:08:40.530072,Rohini,28.736,77.12,75,75,65,2.4,33.2,1.6,0,29.06,51,4.12
2025-10-09 11:08:41.206112,Lajpat Nagar,28.5672,77.2433,97,97,65,5.1,45.5,5.5,0,29.08,51,4.12
2025-10-09 11:08:41.856755,Mayur Vihar,28.6034,77.29,83,83,76,8.9,47.7,3.3,0,29.14,51,4.12
2025-10-09 11:08:42.521891,Vasant Kunj,28.527,77.15,89,89,61,7.2,26.4,5.6,0,28.72,51,4.12
2025-10-09 11:08:43.173223,Delhi University,28.6863,77.209,91,91,70,4.3,36.4,6.1,0,29.07,51,4.12
2025-10-09 12:18:21.994488,Connaught Place,28.6315,77.2167,74,74,63,4.9,34.7,2.6,0,29.34,35,4.48
2025-10-09 12:18:22.545427,Karol Bagh,28.6517,77.1907,74,74,63,4.9,34.7,2.6,0,29.25,35,4.51
2025-10-09 12:18:23.060611,Chandni Chowk,28.6562,77.23,74,74,63,4.9,34.7,2.6,0,29.34,35,4.48
2025-10-09 12:18:23.576512,Dwarka,28.5921,77.046,105,97,105,11.2,30.4,1.4,0,28.91,36,4.48
2025-10-09 12:18:24.088869,Saket,28.5245,77.2066,90,90,63,7.9,25.2,5.4,0,29.32,34,4.7
2025-10-09 12:18:24.604610,Rohini,28.736,77.12,76,76,65,2.7,31.1,1.4,0,28.61,40,4.07
